car,model_year,country,attribute,value
amc concord,1980,USA,Acceleration,20.1
dodge aspen,1980,USA,Acceleration,18.7
audi 4000,1980,Europe,Acceleration,15.8
toyota corona liftback,1980,Japan,Acceleration,15.5
mazda 626,1980,Japan,Acceleration,17.5
datsun 510 hatchback,1980,Japan,Acceleration,15.0
toyota corolla,1980,Japan,Acceleration,15.2
mazda glc,1980,Japan,Acceleration,17.9
dodge colt,1980,USA,Acceleration,14.4
datsun 210,1980,Japan,Acceleration,19.2
vw rabbit c (diesel),1980,Europe,Acceleration,21.7
vw dasher (diesel),1980,Europe,Acceleration,23.7
audi 5000s (diesel),1980,Europe,Acceleration,19.9
mercedes-benz 240d,1980,Europe,Acceleration,21.8
honda civic 1500 gl,1980,Japan,Acceleration,13.8
renault lecar deluxe,1980,Europe,Acceleration,17.3
subaru dl,1980,Japan,Acceleration,18.0
vokswagen rabbit,1980,Europe,Acceleration,15.3
datsun 280-zx,1980,Japan,Acceleration,11.4
mazda rx-7 gs,1980,Japan,Acceleration,12.5
triumph tr7 coupe,1980,Europe,Acceleration,15.1
ford mustang cobra,1980,USA,Acceleration,14.3
honda accord,1980,Japan,Acceleration,17.0
plymouth reliant,1981,USA,Acceleration,15.7
buick skylark,1981,USA,Acceleration,16.4
dodge aries wagon (sw),1981,USA,Acceleration,14.4
chevrolet citation,1981,USA,Acceleration,12.6
plymouth reliant,1981,USA,Acceleration,12.9
toyota starlet,1981,Japan,Acceleration,16.9
plymouth champ,1981,USA,Acceleration,16.4
honda civic 1300,1981,Japan,Acceleration,16.1
subaru,1981,Japan,Acceleration,17.8
datsun 210 mpg,1981,Japan,Acceleration,19.4
toyota tercel,1981,Japan,Acceleration,17.3
mazda glc 4,1981,Japan,Acceleration,16.0
plymouth horizon 4,1981,USA,Acceleration,14.9
ford escort 4w,1981,USA,Acceleration,16.2
ford escort 2h,1981,USA,Acceleration,20.7
volkswagen jetta,1981,Europe,Acceleration,14.2
renault 18i,1981,Europe,Acceleration,15.8
honda prelude,1981,Japan,Acceleration,14.4
toyota corolla,1981,Japan,Acceleration,16.8
datsun 200sx,1981,Japan,Acceleration,14.8
mazda 626,1981,Japan,Acceleration,18.3
peugeot 505s turbo diesel,1981,Europe,Acceleration,20.4
volvo diesel,1981,Europe,Acceleration,19.6
toyota cressida,1981,Japan,Acceleration,12.6
datsun 810 maxima,1981,Japan,Acceleration,13.8
buick century,1981,USA,Acceleration,15.8
oldsmobile cutlass ls,1981,USA,Acceleration,19.0
ford granada gl,1981,USA,Acceleration,17.1
chrysler lebaron salon,1981,USA,Acceleration,16.6
chevrolet cavalier,1982,USA,Acceleration,19.6
chevrolet cavalier wagon,1982,USA,Acceleration,18.6
chevrolet cavalier 2-door,1982,USA,Acceleration,18.0
pontiac j2000 se hatchback,1982,USA,Acceleration,16.2
dodge aries se,1982,USA,Acceleration,16.0
pontiac phoenix,1982,USA,Acceleration,18.0
ford fairmont futura,1982,USA,Acceleration,16.4
amc concord dl,1982,USA,Acceleration,20.5
volkswagen rabbit l,1982,Europe,Acceleration,15.3
mazda glc custom l,1982,Japan,Acceleration,18.2
mazda glc custom,1982,Japan,Acceleration,17.6
plymouth horizon miser,1982,USA,Acceleration,14.7
mercury lynx l,1982,USA,Acceleration,17.3
nissan stanza xe,1982,Japan,Acceleration,14.5
honda accord,1982,Japan,Acceleration,14.5
toyota corolla,1982,Japan,Acceleration,16.9
honda civic,1982,Japan,Acceleration,15.0
honda civic (auto),1982,Japan,Acceleration,15.7
datsun 310 gx,1982,Japan,Acceleration,16.2
buick century limited,1982,USA,Acceleration,16.4
oldsmobile cutlass ciera (diesel),1982,USA,Acceleration,17.0
chrysler lebaron medallion,1982,USA,Acceleration,14.5
ford granada l,1982,USA,Acceleration,14.7
toyota celica gt,1982,Japan,Acceleration,13.9
dodge charger 2.2,1982,USA,Acceleration,13.0
chevrolet camaro,1982,USA,Acceleration,17.3
ford mustang gl,1982,USA,Acceleration,15.6
vw pickup,1982,Europe,Acceleration,24.6
dodge rampage,1982,USA,Acceleration,11.6
ford ranger,1982,USA,Acceleration,18.6
chevy s-10,1982,USA,Acceleration,19.4
chevrolet chevelle malibu,1970,USA,Mileage,18.0
buick skylark 320,1970,USA,Mileage,15.0
plymouth satellite,1970,USA,Mileage,18.0
amc rebel sst,1970,USA,Mileage,16.0
ford torino,1970,USA,Mileage,17.0
ford galaxie 500,1970,USA,Mileage,15.0
chevrolet impala,1970,USA,Mileage,14.0
plymouth fury iii,1970,USA,Mileage,14.0
pontiac catalina,1970,USA,Mileage,14.0
amc ambassador dpl,1970,USA,Mileage,15.0
dodge challenger se,1970,USA,Mileage,15.0
plymouth 'cuda 340,1970,USA,Mileage,14.0
chevrolet monte carlo,1970,USA,Mileage,15.0
buick estate wagon (sw),1970,USA,Mileage,14.0
toyota corona mark ii,1970,Japan,Mileage,24.0
plymouth duster,1970,USA,Mileage,22.0
amc hornet,1970,USA,Mileage,18.0
ford maverick,1970,USA,Mileage,21.0
datsun pl510,1970,Japan,Mileage,27.0
volkswagen 1131 deluxe sedan,1970,Europe,Mileage,26.0
peugeot 504,1970,Europe,Mileage,25.0
audi 100 ls,1970,Europe,Mileage,24.0
saab 99e,1970,Europe,Mileage,25.0
bmw 2002,1970,Europe,Mileage,26.0
amc gremlin,1970,USA,Mileage,21.0
ford f250,1970,USA,Mileage,10.0
chevy c20,1970,USA,Mileage,10.0
dodge d200,1970,USA,Mileage,11.0
hi 1200d,1970,USA,Mileage,9.0
datsun pl510,1971,Japan,Mileage,27.0
chevrolet vega 2300,1971,USA,Mileage,28.0
toyota corona,1971,Japan,Mileage,25.0
ford pinto,1971,USA,Mileage,25.0
amc gremlin,1971,USA,Mileage,19.0
plymouth satellite custom,1971,USA,Mileage,16.0
chevrolet chevelle malibu,1971,USA,Mileage,17.0
ford torino 500,1971,USA,Mileage,19.0
amc matador,1971,USA,Mileage,18.0
chevrolet impala,1971,USA,Mileage,14.0
pontiac catalina brougham,1971,USA,Mileage,14.0
ford galaxie 500,1971,USA,Mileage,14.0
plymouth fury iii,1971,USA,Mileage,14.0
dodge monaco (sw),1971,USA,Mileage,12.0
ford country squire (sw),1971,USA,Mileage,13.0
pontiac safari (sw),1971,USA,Mileage,13.0
amc hornet sportabout (sw),1971,USA,Mileage,18.0
chevrolet vega (sw),1971,USA,Mileage,22.0
pontiac firebird,1971,USA,Mileage,19.0
ford mustang,1971,USA,Mileage,18.0
mercury capri 2000,1971,USA,Mileage,23.0
opel 1900,1971,Europe,Mileage,28.0
peugeot 304,1971,Europe,Mileage,30.0
fiat 124b,1971,Europe,Mileage,30.0
toyota corolla 1200,1971,Japan,Mileage,31.0
datsun 1200,1971,Japan,Mileage,35.0
volkswagen model 111,1971,Europe,Mileage,27.0
plymouth cricket,1971,USA,Mileage,26.0
toyota corona hardtop,1972,Japan,Mileage,24.0
dodge colt hardtop,1972,USA,Mileage,25.0
volkswagen type 3,1972,Europe,Mileage,23.0
chevrolet vega,1972,USA,Mileage,20.0
ford pinto runabout,1972,USA,Mileage,21.0
chevrolet impala,1972,USA,Mileage,13.0
pontiac catalina,1972,USA,Mileage,14.0
plymouth fury iii,1972,USA,Mileage,15.0
ford galaxie 500,1972,USA,Mileage,14.0
amc ambassador sst,1972,USA,Mileage,17.0
mercury marquis,1972,USA,Mileage,11.0
buick lesabre custom,1972,USA,Mileage,13.0
oldsmobile delta 88 royale,1972,USA,Mileage,12.0
chrysler newport royal,1972,USA,Mileage,13.0
mazda rx2 coupe,1972,Japan,Mileage,19.0
amc matador (sw),1972,USA,Mileage,15.0
chevrolet chevelle concours (sw),1972,USA,Mileage,13.0
ford gran torino (sw),1972,USA,Mileage,13.0
plymouth satellite custom (sw),1972,USA,Mileage,14.0
volvo 145e (sw),1972,Europe,Mileage,18.0
volkswagen 411 (sw),1972,Europe,Mileage,22.0
peugeot 504 (sw),1972,Europe,Mileage,21.0
renault 12 (sw),1972,Europe,Mileage,26.0
ford pinto (sw),1972,USA,Mileage,22.0
datsun 510 (sw),1972,Japan,Mileage,28.0
toyouta corona mark ii (sw),1972,Japan,Mileage,23.0
dodge colt (sw),1972,USA,Mileage,28.0
toyota corolla 1600 (sw),1972,Japan,Mileage,27.0
buick century 350,1973,USA,Mileage,13.0
amc matador,1973,USA,Mileage,14.0
chevrolet malibu,1973,USA,Mileage,13.0
ford gran torino,1973,USA,Mileage,14.0
dodge coronet custom,1973,USA,Mileage,15.0
mercury marquis brougham,1973,USA,Mileage,12.0
chevrolet caprice classic,1973,USA,Mileage,13.0
ford ltd,1973,USA,Mileage,13.0
plymouth fury gran sedan,1973,USA,Mileage,14.0
chrysler new yorker brougham,1973,USA,Mileage,13.0
buick electra 225 custom,1973,USA,Mileage,12.0
amc ambassador brougham,1973,USA,Mileage,13.0
plymouth valiant,1973,USA,Mileage,18.0
chevrolet nova custom,1973,USA,Mileage,16.0
amc hornet,1973,USA,Mileage,18.0
ford maverick,1973,USA,Mileage,18.0
plymouth duster,1973,USA,Mileage,23.0
volkswagen super beetle,1973,Europe,Mileage,26.0
chevrolet impala,1973,USA,Mileage,11.0
ford country,1973,USA,Mileage,12.0
plymouth custom suburb,1973,USA,Mileage,13.0
oldsmobile vista cruiser,1973,USA,Mileage,12.0
amc gremlin,1973,USA,Mileage,18.0
toyota carina,1973,Japan,Mileage,20.0
chevrolet vega,1973,USA,Mileage,21.0
datsun 610,1973,Japan,Mileage,22.0
maxda rx3,1973,Japan,Mileage,18.0
ford pinto,1973,USA,Mileage,19.0
mercury capri v6,1973,USA,Mileage,21.0
fiat 124 sport coupe,1973,Europe,Mileage,26.0
chevrolet monte carlo s,1973,USA,Mileage,15.0
pontiac grand prix,1973,USA,Mileage,16.0
fiat 128,1973,Europe,Mileage,29.0
opel manta,1973,Europe,Mileage,24.0
audi 100ls,1973,Europe,Mileage,20.0
volvo 144ea,1973,Europe,Mileage,19.0
dodge dart custom,1973,USA,Mileage,15.0
saab 99le,1973,Europe,Mileage,24.0
toyota mark ii,1973,Japan,Mileage,20.0
oldsmobile omega,1973,USA,Mileage,11.0
plymouth duster,1974,USA,Mileage,20.0
ford maverick,1974,USA,Mileage,21.0
amc hornet,1974,USA,Mileage,19.0
chevrolet nova,1974,USA,Mileage,15.0
datsun b210,1974,Japan,Mileage,31.0
ford pinto,1974,USA,Mileage,26.0
toyota corolla 1200,1974,Japan,Mileage,32.0
chevrolet vega,1974,USA,Mileage,25.0
chevrolet chevelle malibu classic,1974,USA,Mileage,16.0
amc matador,1974,USA,Mileage,16.0
plymouth satellite sebring,1974,USA,Mileage,18.0
ford gran torino,1974,USA,Mileage,16.0
buick century luxus (sw),1974,USA,Mileage,13.0
dodge coronet custom (sw),1974,USA,Mileage,14.0
ford gran torino (sw),1974,USA,Mileage,14.0
amc matador (sw),1974,USA,Mileage,14.0
audi fox,1974,Europe,Mileage,29.0
volkswagen dasher,1974,Europe,Mileage,26.0
opel manta,1974,Europe,Mileage,26.0
toyota corona,1974,Japan,Mileage,31.0
datsun 710,1974,Japan,Mileage,32.0
dodge colt,1974,USA,Mileage,28.0
fiat 128,1974,Europe,Mileage,24.0
fiat 124 tc,1974,Europe,Mileage,26.0
honda civic,1974,Japan,Mileage,24.0
subaru,1974,Japan,Mileage,26.0
fiat x1.9,1974,Europe,Mileage,31.0
plymouth valiant custom,1975,USA,Mileage,19.0
chevrolet nova,1975,USA,Mileage,18.0
mercury monarch,1975,USA,Mileage,15.0
ford maverick,1975,USA,Mileage,15.0
pontiac catalina,1975,USA,Mileage,16.0
chevrolet bel air,1975,USA,Mileage,15.0
plymouth grand fury,1975,USA,Mileage,16.0
ford ltd,1975,USA,Mileage,14.0
buick century,1975,USA,Mileage,17.0
chevroelt chevelle malibu,1975,USA,Mileage,16.0
amc matador,1975,USA,Mileage,15.0
plymouth fury,1975,USA,Mileage,18.0
buick skyhawk,1975,USA,Mileage,21.0
chevrolet monza 2+2,1975,USA,Mileage,20.0
ford mustang ii,1975,USA,Mileage,13.0
toyota corolla,1975,Japan,Mileage,29.0
ford pinto,1975,USA,Mileage,23.0
amc gremlin,1975,USA,Mileage,20.0
pontiac astro,1975,USA,Mileage,23.0
toyota corona,1975,Japan,Mileage,24.0
volkswagen dasher,1975,Europe,Mileage,25.0
datsun 710,1975,Japan,Mileage,24.0
ford pinto,1975,USA,Mileage,18.0
volkswagen rabbit,1975,Europe,Mileage,29.0
amc pacer,1975,USA,Mileage,19.0
audi 100ls,1975,Europe,Mileage,23.0
peugeot 504,1975,Europe,Mileage,23.0
volvo 244dl,1975,Europe,Mileage,22.0
saab 99le,1975,Europe,Mileage,25.0
honda civic cvcc,1975,Japan,Mileage,33.0
fiat 131,1976,Europe,Mileage,28.0
opel 1900,1976,Europe,Mileage,25.0
capri ii,1976,USA,Mileage,25.0
dodge colt,1976,USA,Mileage,26.0
renault 12tl,1976,Europe,Mileage,27.0
chevrolet chevelle malibu classic,1976,USA,Mileage,17.5
dodge coronet brougham,1976,USA,Mileage,16.0
amc matador,1976,USA,Mileage,15.5
ford gran torino,1976,USA,Mileage,14.5
plymouth valiant,1976,USA,Mileage,22.0
chevrolet nova,1976,USA,Mileage,22.0
ford maverick,1976,USA,Mileage,24.0
amc hornet,1976,USA,Mileage,22.5
chevrolet chevette,1976,USA,Mileage,29.0
chevrolet woody,1976,USA,Mileage,24.5
vw rabbit,1976,Europe,Mileage,29.0
honda civic,1976,Japan,Mileage,33.0
dodge aspen se,1976,USA,Mileage,20.0
ford granada ghia,1976,USA,Mileage,18.0
pontiac ventura sj,1976,USA,Mileage,18.5
amc pacer d/l,1976,USA,Mileage,17.5
volkswagen rabbit,1976,Europe,Mileage,29.5
datsun b-210,1976,Japan,Mileage,32.0
toyota corolla,1976,Japan,Mileage,28.0
ford pinto,1976,USA,Mileage,26.5
volvo 245,1976,Europe,Mileage,20.0
plymouth volare premier v8,1976,USA,Mileage,13.0
peugeot 504,1976,Europe,Mileage,19.0
toyota mark ii,1976,Japan,Mileage,19.0
mercedes-benz 280s,1976,Europe,Mileage,16.5
cadillac seville,1976,USA,Mileage,16.5
chevy c10,1976,USA,Mileage,13.0
ford f108,1976,USA,Mileage,13.0
dodge d100,1976,USA,Mileage,13.0
honda accord cvcc,1977,Japan,Mileage,31.5
buick opel isuzu deluxe,1977,USA,Mileage,30.0
renault 5 gtl,1977,Europe,Mileage,36.0
plymouth arrow gs,1977,USA,Mileage,25.5
datsun f-10 hatchback,1977,Japan,Mileage,33.5
chevrolet caprice classic,1977,USA,Mileage,17.5
oldsmobile cutlass supreme,1977,USA,Mileage,17.0
dodge monaco brougham,1977,USA,Mileage,15.5
mercury cougar brougham,1977,USA,Mileage,15.0
chevrolet concours,1977,USA,Mileage,17.5
buick skylark,1977,USA,Mileage,20.5
plymouth volare custom,1977,USA,Mileage,19.0
ford granada,1977,USA,Mileage,18.5
pontiac grand prix lj,1977,USA,Mileage,16.0
chevrolet monte carlo landau,1977,USA,Mileage,15.5
chrysler cordoba,1977,USA,Mileage,15.5
ford thunderbird,1977,USA,Mileage,16.0
volkswagen rabbit custom,1977,Europe,Mileage,29.0
pontiac sunbird coupe,1977,USA,Mileage,24.5
toyota corolla liftback,1977,Japan,Mileage,26.0
ford mustang ii 2+2,1977,USA,Mileage,25.5
chevrolet chevette,1977,USA,Mileage,30.5
dodge colt m/m,1977,USA,Mileage,33.5
subaru dl,1977,Japan,Mileage,30.0
volkswagen dasher,1977,Europe,Mileage,30.5
datsun 810,1977,Japan,Mileage,22.0
bmw 320i,1977,Europe,Mileage,21.5
mazda rx-4,1977,Japan,Mileage,21.5
volkswagen rabbit custom diesel,1978,Europe,Mileage,43.1
ford fiesta,1978,USA,Mileage,36.1
mazda glc deluxe,1978,Japan,Mileage,32.8
datsun b210 gx,1978,Japan,Mileage,39.4
honda civic cvcc,1978,Japan,Mileage,36.1
oldsmobile cutlass salon brougham,1978,USA,Mileage,19.9
dodge diplomat,1978,USA,Mileage,19.4
mercury monarch ghia,1978,USA,Mileage,20.2
pontiac phoenix lj,1978,USA,Mileage,19.2
chevrolet malibu,1978,USA,Mileage,20.5
ford fairmont (auto),1978,USA,Mileage,20.2
ford fairmont (man),1978,USA,Mileage,25.1
plymouth volare,1978,USA,Mileage,20.5
amc concord,1978,USA,Mileage,19.4
buick century special,1978,USA,Mileage,20.6
mercury zephyr,1978,USA,Mileage,20.8
dodge aspen,1978,USA,Mileage,18.6
amc concord d/l,1978,USA,Mileage,18.1
chevrolet monte carlo landau,1978,USA,Mileage,19.2
buick regal sport coupe (turbo),1978,USA,Mileage,17.7
ford futura,1978,USA,Mileage,18.1
dodge magnum xe,1978,USA,Mileage,17.5
chevrolet chevette,1978,USA,Mileage,30.0
toyota corona,1978,Japan,Mileage,27.5
datsun 510,1978,Japan,Mileage,27.2
dodge omni,1978,USA,Mileage,30.9
toyota celica gt liftback,1978,Japan,Mileage,21.1
plymouth sapporo,1978,USA,Mileage,23.2
oldsmobile starfire sx,1978,USA,Mileage,23.8
datsun 200-sx,1978,Japan,Mileage,23.9
audi 5000,1978,Europe,Mileage,20.3
volvo 264gl,1978,Europe,Mileage,17.0
saab 99gle,1978,Europe,Mileage,21.6
peugeot 604sl,1978,Europe,Mileage,16.2
volkswagen scirocco,1978,Europe,Mileage,31.5
honda accord lx,1978,Japan,Mileage,29.5
pontiac lemans v6,1979,USA,Mileage,21.5
mercury zephyr 6,1979,USA,Mileage,19.8
ford fairmont 4,1979,USA,Mileage,22.3
amc concord dl 6,1979,USA,Mileage,20.2
dodge aspen 6,1979,USA,Mileage,20.6
chevrolet caprice classic,1979,USA,Mileage,17.0
ford ltd landau,1979,USA,Mileage,17.6
mercury grand marquis,1979,USA,Mileage,16.5
dodge st. regis,1979,USA,Mileage,18.2
buick estate wagon (sw),1979,USA,Mileage,16.9
ford country squire (sw),1979,USA,Mileage,15.5
chevrolet malibu classic (sw),1979,USA,Mileage,19.2
chrysler lebaron town @ country (sw),1979,USA,Mileage,18.5
vw rabbit custom,1979,Europe,Mileage,31.9
maxda glc deluxe,1979,Japan,Mileage,34.1
dodge colt hatchback custom,1979,USA,Mileage,35.7
amc spirit dl,1979,USA,Mileage,27.4
mercedes benz 300d,1979,Europe,Mileage,25.4
cadillac eldorado,1979,USA,Mileage,23.0
peugeot 504,1979,Europe,Mileage,27.2
oldsmobile cutlass salon brougham,1979,USA,Mileage,23.9
plymouth horizon,1979,USA,Mileage,34.2
plymouth horizon tc3,1979,USA,Mileage,34.5
datsun 210,1979,Japan,Mileage,31.8
fiat strada custom,1979,Europe,Mileage,37.3
buick skylark limited,1979,USA,Mileage,28.4
chevrolet citation,1979,USA,Mileage,28.8
oldsmobile omega brougham,1979,USA,Mileage,26.8
pontiac phoenix,1979,USA,Mileage,33.5
vw rabbit,1980,Europe,Mileage,41.5
toyota corolla tercel,1980,Japan,Mileage,38.1
chevrolet chevette,1980,USA,Mileage,32.1
datsun 310,1980,Japan,Mileage,37.2
chevrolet citation,1980,USA,Mileage,28.0
ford fairmont,1980,USA,Mileage,26.4
amc concord,1980,USA,Mileage,24.3
dodge aspen,1980,USA,Mileage,19.1
audi 4000,1980,Europe,Mileage,34.3
toyota corona liftback,1980,Japan,Mileage,29.8
mazda 626,1980,Japan,Mileage,31.3
datsun 510 hatchback,1980,Japan,Mileage,37.0
toyota corolla,1980,Japan,Mileage,32.2
mazda glc,1980,Japan,Mileage,46.6
dodge colt,1980,USA,Mileage,27.9
datsun 210,1980,Japan,Mileage,40.8
vw rabbit c (diesel),1980,Europe,Mileage,44.3
vw dasher (diesel),1980,Europe,Mileage,43.4
audi 5000s (diesel),1980,Europe,Mileage,36.4
mercedes-benz 240d,1980,Europe,Mileage,30.0
honda civic 1500 gl,1980,Japan,Mileage,44.6
renault lecar deluxe,1980,Europe,Mileage,40.9
subaru dl,1980,Japan,Mileage,33.8
vokswagen rabbit,1980,Europe,Mileage,29.8
datsun 280-zx,1980,Japan,Mileage,32.7
mazda rx-7 gs,1980,Japan,Mileage,23.7
triumph tr7 coupe,1980,Europe,Mileage,35.0
ford mustang cobra,1980,USA,Mileage,23.6
honda accord,1980,Japan,Mileage,32.4
plymouth reliant,1981,USA,Mileage,27.2
buick skylark,1981,USA,Mileage,26.6
dodge aries wagon (sw),1981,USA,Mileage,25.8
chevrolet citation,1981,USA,Mileage,23.5
plymouth reliant,1981,USA,Mileage,30.0
toyota starlet,1981,Japan,Mileage,39.1
plymouth champ,1981,USA,Mileage,39.0
honda civic 1300,1981,Japan,Mileage,35.1
subaru,1981,Japan,Mileage,32.3
datsun 210 mpg,1981,Japan,Mileage,37.0
toyota tercel,1981,Japan,Mileage,37.7
mazda glc 4,1981,Japan,Mileage,34.1
plymouth horizon 4,1981,USA,Mileage,34.7
ford escort 4w,1981,USA,Mileage,34.4
ford escort 2h,1981,USA,Mileage,29.9
volkswagen jetta,1981,Europe,Mileage,33.0
renault 18i,1981,Europe,Mileage,34.5
honda prelude,1981,Japan,Mileage,33.7
toyota corolla,1981,Japan,Mileage,32.4
datsun 200sx,1981,Japan,Mileage,32.9
mazda 626,1981,Japan,Mileage,31.6
peugeot 505s turbo diesel,1981,Europe,Mileage,28.1
volvo diesel,1981,Europe,Mileage,30.7
toyota cressida,1981,Japan,Mileage,25.4
datsun 810 maxima,1981,Japan,Mileage,24.2
buick century,1981,USA,Mileage,22.4
oldsmobile cutlass ls,1981,USA,Mileage,26.6
ford granada gl,1981,USA,Mileage,20.2
chrysler lebaron salon,1981,USA,Mileage,17.6
chevrolet cavalier,1982,USA,Mileage,28.0
chevrolet cavalier wagon,1982,USA,Mileage,27.0
chevrolet cavalier 2-door,1982,USA,Mileage,34.0
pontiac j2000 se hatchback,1982,USA,Mileage,31.0
dodge aries se,1982,USA,Mileage,29.0
pontiac phoenix,1982,USA,Mileage,27.0
ford fairmont futura,1982,USA,Mileage,24.0
amc concord dl,1982,USA,Mileage,23.0
volkswagen rabbit l,1982,Europe,Mileage,36.0
mazda glc custom l,1982,Japan,Mileage,37.0
mazda glc custom,1982,Japan,Mileage,31.0
plymouth horizon miser,1982,USA,Mileage,38.0
mercury lynx l,1982,USA,Mileage,36.0
nissan stanza xe,1982,Japan,Mileage,36.0
honda accord,1982,Japan,Mileage,36.0
toyota corolla,1982,Japan,Mileage,34.0
honda civic,1982,Japan,Mileage,38.0
honda civic (auto),1982,Japan,Mileage,32.0
datsun 310 gx,1982,Japan,Mileage,38.0
buick century limited,1982,USA,Mileage,25.0
oldsmobile cutlass ciera (diesel),1982,USA,Mileage,38.0
chrysler lebaron medallion,1982,USA,Mileage,26.0
ford granada l,1982,USA,Mileage,22.0
toyota celica gt,1982,Japan,Mileage,32.0
dodge charger 2.2,1982,USA,Mileage,36.0
chevrolet camaro,1982,USA,Mileage,27.0
ford mustang gl,1982,USA,Mileage,27.0
vw pickup,1982,Europe,Mileage,44.0
dodge rampage,1982,USA,Mileage,32.0
ford ranger,1982,USA,Mileage,28.0
chevy s-10,1982,USA,Mileage,31.0
